Date,Open,High,Low,Close,Adj Close,Volume
2021-02-19,69.360001,72.180000,68.010002,68.500000,68.500000,6922400
2021-02-22,66.900002,68.000000,63.110001,63.389999,63.389999,6012500
2021-02-23,59.830002,64.419998,56.347000,60.330002,60.330002,9894300
2021-02-24,61.340000,63.669998,59.099998,62.560001,62.560001,5002400
2021-02-25,63.419998,64.199997,57.770000,57.980000,57.980000,5262600
2021-02-26,60.240002,67.989998,59.470001,62.580002,62.580002,8007000
2021-03-01,65.220001,67.779999,64.589996,67.150002,67.150002,5885000
2021-03-02,67.309998,68.879997,64.230003,64.339996,64.339996,3578000
2021-03-03,64.000000,64.160004,55.650002,56.619999,56.619999,6057400
2021-03-04,55.939999,58.000000,51.680000,53.419998,53.419998,7357300
2021-03-05,54.480000,54.480000,46.880001,52.470001,52.470001,8662800
2021-03-08,51.740002,53.873001,47.419998,47.549999,47.549999,5529200
2021-03-09,51.320000,53.959999,50.160000,53.680000,53.680000,7416600
2021-03-10,61.500000,62.560001,54.299999,55.599998,55.599998,8936800
2021-03-11,58.020000,63.520000,58.009998,63.459999,63.459999,6526000
2021-03-12,59.500000,63.180000,58.290001,62.290001,62.290001,5103500
2021-03-15,61.810001,63.970001,61.131001,62.119999,62.119999,3860400
2021-03-16,57.549999,60.130001,56.029999,56.770000,56.770000,6520800
2021-03-17,54.950001,58.169998,53.299999,57.009998,57.009998,4760600
2021-03-18,55.380001,56.099998,51.320000,51.470001,51.470001,4506400
2021-03-19,51.509998,56.000000,50.349998,55.580002,55.580002,9308900
2021-03-22,57.000000,58.459999,55.880001,57.380001,57.380001,4138900
2021-03-23,59.970001,61.470001,55.369999,56.150002,56.150002,7725600
2021-03-24,57.759998,59.619999,55.250000,55.250000,55.250000,5720200
2021-03-25,52.849998,54.400002,50.159000,53.000000,53.000000,6966900
2021-03-26,53.200001,57.200001,53.009998,57.090000,57.090000,4932700
2021-03-29,55.820000,56.430000,51.002998,51.910000,51.910000,6674500
2021-03-30,51.930000,58.099998,51.910000,57.919998,57.919998,5080800
2021-03-31,60.000000,62.290001,58.619999,60.480000,60.480000,6750600
2021-04-01,62.500000,64.620003,58.509998,59.130001,59.130001,5376600
2021-04-05,59.980000,60.189999,54.709999,55.160000,55.160000,5234500
2021-04-06,56.009998,58.470001,55.320000,56.220001,56.220001,5124800
2021-04-07,57.619999,58.119999,53.700001,54.209999,54.209999,4774100
2021-04-08,54.450001,55.241001,53.250000,53.619999,53.619999,4164700
2021-04-09,52.970001,53.330002,51.320000,51.599998,51.599998,3939600
2021-04-12,51.049999,51.180000,49.639999,50.810001,50.810001,4294300
2021-04-13,50.900002,51.340000,49.439999,51.250000,51.250000,4422800
2021-04-14,51.790001,52.669998,49.240002,49.680000,49.680000,3713400
2021-04-15,50.599998,50.750000,46.200001,47.200001,47.200001,8640500
2021-04-16,49.020000,53.000000,48.200001,52.160000,52.160000,10346400
2021-04-19,51.380001,52.549999,47.619999,48.540001,48.540001,6292000
2021-04-20,48.599998,50.500000,47.014999,48.230000,48.230000,5026100
2021-04-21,47.000000,52.500000,46.099998,52.220001,52.220001,6140200
2021-04-22,53.990002,55.049999,52.130001,53.099998,53.099998,7390700
2021-04-23,53.439999,56.220001,52.810001,55.689999,55.689999,5730100
2021-04-26,56.200001,57.029999,54.750000,56.849998,56.849998,4267300
2021-04-27,57.005001,57.849998,55.810001,56.110001,56.110001,4542500
2021-04-28,54.470001,54.799999,52.009998,53.500000,53.500000,5373300
2021-04-29,53.810001,54.320000,50.209999,51.860001,51.860001,4821100
2021-04-30,50.000000,51.240002,48.480000,49.000000,49.000000,5116800
2021-05-03,49.520000,49.669998,47.330002,47.549999,47.549999,3925800
2021-05-04,45.830002,45.840000,42.549999,43.400002,43.400002,10016400
2021-05-05,44.400002,44.400002,40.965000,41.840000,41.840000,8388000
2021-05-06,44.799999,46.970001,43.290001,46.730000,46.730000,15073400
2021-05-07,46.755001,49.919998,45.130001,45.639999,45.639999,9445700
2021-05-10,45.200001,45.200001,40.570000,40.799999,40.799999,7971600
2021-05-11,37.860001,43.810001,37.419998,42.939999,42.939999,9902900
2021-05-12,40.810001,41.980000,39.150002,39.630001,39.630001,9449400
2021-05-13,40.180000,41.360001,38.110001,39.450001,39.450001,6998600
2021-05-14,40.580002,42.099998,40.220001,41.419998,41.419998,5396300
2021-05-17,40.439999,41.016998,38.702000,40.000000,40.000000,5130400
2021-05-18,40.400002,41.238998,38.939999,40.110001,40.110001,5485400
2021-05-19,38.250000,42.110001,38.099998,41.889999,41.889999,6181600
2021-05-20,43.450001,45.480000,42.860001,44.689999,44.689999,8771900
2021-05-21,45.009998,46.509998,43.730000,45.970001,45.970001,5473300
2021-05-24,46.252998,46.459999,43.820000,44.849998,44.849998,4824900
2021-05-25,44.799999,45.250000,43.660000,43.959999,43.959999,4672600
2021-05-26,43.799999,45.840000,43.785000,45.250000,45.250000,3979200
2021-05-27,45.651001,46.410000,44.549999,45.320000,45.320000,6320000
2021-05-28,45.680000,47.750000,44.275002,44.720001,44.720001,4870600
2021-06-01,44.529999,45.599998,42.549999,44.029999,44.029999,5267600
2021-06-02,43.820000,44.709999,42.349998,42.980000,42.980000,5841300
2021-06-03,42.500000,43.490002,41.110001,41.299999,41.299999,5268500
2021-06-04,41.520000,43.740002,41.480000,42.310001,42.310001,4566700
2021-06-07,42.240002,43.830002,41.049999,43.509998,43.509998,4728800
2021-06-08,43.779999,45.230000,42.360001,44.750000,44.750000,6560700
2021-06-09,44.919998,46.189999,43.180000,43.290001,43.290001,4689700
2021-06-10,43.040001,45.279999,42.639999,45.040001,45.040001,5306700
2021-06-11,45.448002,45.910000,44.602001,44.959999,44.959999,4338900
2021-06-14,45.389999,46.195000,44.740002,46.150002,46.150002,4465600
2021-06-15,45.889999,46.090000,42.970001,43.169998,43.169998,7124200
2021-06-16,44.509998,49.549999,44.250000,47.730000,47.730000,17478200
2021-06-17,49.799999,52.750000,48.680000,52.160000,52.160000,24813300
2021-06-18,50.480000,52.820000,49.900002,52.709999,52.709999,13408700
2021-06-21,51.700001,52.150002,48.619999,50.150002,50.150002,12749300
2021-06-22,49.180000,52.490002,49.130001,52.349998,52.349998,6810200
2021-06-23,52.009998,56.599998,51.310001,55.849998,55.849998,10781100
2021-06-24,56.212002,56.880001,52.070000,52.840000,52.840000,12944300
2021-06-25,54.130001,55.570000,53.369999,54.380001,54.380001,26826100
2021-06-28,56.310001,58.490002,56.119999,57.520000,57.520000,9911700
2021-06-29,57.660000,59.939999,56.726002,56.910000,56.910000,6509200
2021-06-30,56.160000,56.790001,54.750000,55.779999,55.779999,4265000
2021-07-01,55.709999,56.630001,54.360001,56.209999,56.209999,4695600
2021-07-02,56.430000,57.759998,55.810001,56.820000,56.820000,4045100
2021-07-06,56.650002,58.020000,55.575001,56.570000,56.570000,4479300
2021-07-07,57.389999,58.860001,52.939999,53.689999,53.689999,7319800
2021-07-08,49.990002,53.020000,49.270000,52.700001,52.700001,6251300
2021-07-09,52.299999,53.279999,51.426998,52.580002,52.580002,4455200
2021-07-12,53.520000,54.930000,52.910000,54.570000,54.570000,4846900
2021-07-13,54.380001,55.650002,52.820999,53.259998,53.259998,4899800
2021-07-14,53.509998,53.669998,48.650002,48.700001,48.700001,8058200
2021-07-15,49.000000,50.320000,45.770000,47.110001,47.110001,8999200
2021-07-16,47.369999,47.950001,45.919998,46.349998,46.349998,5017600
2021-07-19,44.584999,47.500000,43.939999,47.360001,47.360001,5941200
2021-07-20,47.894001,51.000000,46.509998,50.509998,50.509998,7002600
2021-07-21,50.680000,53.419998,50.180000,53.000000,53.000000,5206500
2021-07-22,52.889999,53.150002,51.113998,52.470001,52.470001,3864900
2021-07-23,51.669998,51.860001,49.970001,50.619999,50.619999,3056000
2021-07-26,50.153000,51.700001,48.580002,50.090000,50.090000,3452100
2021-07-27,49.990002,50.450001,47.770000,49.590000,49.590000,3412200
2021-07-28,50.439999,53.080002,48.930000,52.380001,52.380001,3895600
2021-07-29,52.599998,54.331001,51.825001,52.619999,52.619999,3844400
2021-07-30,51.919998,54.610001,51.240002,52.970001,52.970001,3230800
2021-08-02,53.200001,53.459999,51.070000,51.200001,51.200001,2973000
2021-08-03,52.080002,54.669998,52.000000,53.590000,53.590000,4312200
2021-08-04,53.209999,54.150002,52.160000,52.810001,52.810001,2611900
2021-08-05,52.549999,53.560001,51.820999,53.450001,53.450001,2919200
2021-08-06,50.740002,51.049999,47.799999,48.369999,48.369999,10983300
2021-08-09,48.720001,51.840000,48.651001,51.180000,51.180000,5347300
2021-08-10,51.626999,52.180000,49.410000,49.500000,49.500000,2966300
2021-08-11,49.639999,49.740002,47.330002,48.970001,48.970001,4784200
2021-08-12,48.770000,50.209999,48.349998,49.900002,49.900002,3013900
2021-08-13,49.570000,49.570000,46.410000,46.689999,46.689999,4456200
2021-08-16,46.279999,46.480000,44.049999,44.330002,44.330002,6564600
2021-08-17,43.529999,44.380001,42.349998,43.580002,43.580002,5624100
2021-08-18,43.790001,44.060001,42.270000,42.349998,42.349998,5083600
2021-08-19,41.915001,42.840000,40.970001,41.000000,41.000000,4400000
2021-08-20,40.779999,42.540001,40.740002,42.119999,42.119999,4080800
2021-08-23,42.823002,44.889999,42.500000,44.590000,44.590000,5919500
2021-08-24,44.630001,45.599998,44.150002,44.410000,44.410000,3429900
2021-08-25,44.560001,45.340000,43.759998,44.779999,44.779999,2695600
2021-08-26,44.580002,46.209999,44.029999,44.380001,44.380001,3360300
2021-08-27,44.029999,45.480000,43.869999,44.380001,44.380001,3666700
2021-08-30,44.950001,45.259998,43.379002,44.669998,44.669998,4122200
2021-08-31,44.759998,45.889999,43.880001,44.250000,44.250000,4073600
2021-09-01,46.980000,47.910000,46.200001,47.000000,47.000000,11547900
2021-09-02,47.570000,48.527000,46.520000,47.389999,47.389999,6302900
2021-09-03,47.139999,47.459999,45.270000,45.540001,45.540001,3803200
2021-09-07,45.490002,46.860001,45.200001,45.500000,45.500000,4068400
2021-09-08,46.779999,47.720001,44.779999,44.840000,44.840000,5066800
